0,country,groups,deviceid,device,sellerid,itemid,date,views,clicks,revenue,Row Labels,Sum of clicks,Sum of revenue,Count of 0
1367,CA,treatment,10142,Other,375,2665,5/16/17,3,1,0,,,,
4567,US,treatment,10148,Android,318,1544,5/16/17,8,1,0,,,,
3341,GB,control,10191,Web,122,1834,5/16/17,4,2,0,,,,
2402,US,treatment,10198,Other,305,1518,5/16/17,6,1,0,,,,
1128,US,control,10202,Web,150,2340,5/16/17,7,3,65.11098516,,,,
2556,US,control,10218,Android,423,1930,5/16/17,8,4,0,,,,
3118,GB,treatment,10240,Android,173,2282,5/16/17,4,0,0,,,,
8787,US,treatment,10260,Web,226,1680,5/16/17,8,1,0,,,,
4799,CA,control,10269,Other,116,1451,5/16/17,8,1,0,,,,
7480,US,treatment,10275,Android,302,2869,5/16/17,7,2,0,,,,
5464,US,control,10277,Other,273,1432,5/16/17,4,0,0,,,,
2845,GB,treatment,10282,Android,413,2268,5/16/17,3,0,0,,,,
3023,US,control,10286,Web,392,2783,5/16/17,3,0,0,,,,
1988,GB,control,10289,Web,319,1838,5/16/17,2,0,0,,,,
4641,CN,treatment,10293,Ios,276,2678,5/16/17,5,0,0,,,,
8503,CA,treatment,10296,Ios,221,2799,5/16/17,5,3,0,,,,
1781,US,control,10300,Web,475,1726,5/16/17,5,2,0,,,,
8892,CN,treatment,10317,Ios,464,2400,5/16/17,4,2,144.5212997,,,,
9216,CA,control,10320,Other,441,1060,5/16/17,7,1,0,,,,
1280,CA,treatment,10324,Web,257,2812,5/16/17,12,1,0,,,,
6183,US,control,10325,Android,196,2981,5/16/17,3,0,0,,,,
5088,GB,treatment,10341,Android,100,2179,5/16/17,4,0,0,,,,
2948,US,control,10347,Web,353,2484,5/16/17,6,1,0,,,,
3121,US,treatment,10351,Web,342,1660,5/16/17,6,1,0,,,,
2083,CN,treatment,10358,Android,460,2141,5/16/17,9,2,0,,,,
5713,CN,control,10362,Android,284,2309,5/16/17,5,0,0,,,,
5744,CN,control,10386,Web,217,1696,5/16/17,5,2,99.87024953,,,,
8978,GB,treatment,10391,Other,493,2395,5/16/17,8,0,0,,,,
2036,US,control,10403,Web,196,2657,5/16/17,7,0,0,,,,
8374,GB,treatment,10415,Ios,308,2051,5/16/17,4,1,0,,,,
5739,GB,treatment,10434,Android,432,1928,5/16/17,6,1,0,,,,
9263,CN,control,10438,Ios,394,1669,5/16/17,8,2,0,,,,
7491,US,treatment,10447,Web,486,1999,5/16/17,5,2,0,,,,
5215,US,treatment,10450,Ios,421,2766,5/16/17,2,0,0,,,,
4545,CA,treatment,10455,Ios,292,1477,5/16/17,4,0,0,,,,
1482,CA,treatment,10462,Other,340,2827,5/16/17,6,1,0,,,,
7659,GB,control,10470,Ios,161,1782,5/16/17,6,1,0,,,,
8449,US,control,10476,Android,423,1285,5/16/17,4,1,0,,,,
3009,CA,treatment,10483,Other,265,2673,5/16/17,5,4,134.2627993,,,,
1238,GB,control,10488,Other,247,2204,5/16/17,7,2,0,,,,
7869,CN,treatment,10491,Other,187,2226,5/16/17,5,1,135.8970202,,,,
9400,CN,treatment,10496,Ios,391,1676,5/16/17,4,1,0,,,,
4256,CA,control,10511,Ios,339,2463,5/16/17,2,0,0,,,,
4713,GB,control,10529,Ios,125,2137,5/16/17,8,0,0,,,,
1223,US,treatment,10533,Web,286,2953,5/16/17,3,2,0,,,,
5194,US,treatment,10535,Web,157,2944,5/16/17,3,0,0,,,,
9189,GB,treatment,10555,Android,297,2041,5/16/17,5,0,0,,,,
8535,CN,control,10559,Ios,146,1427,5/16/17,6,0,0,,,,
3452,US,control,10560,Web,150,1806,5/16/17,6,1,0,,,,
4938,CA,treatment,10581,Ios,241,2759,5/16/17,7,0,0,,,,
6485,US,treatment,10587,Android,495,1303,5/16/17,6,1,0,,,,
2005,CA,control,10588,Ios,299,2107,5/16/17,4,1,0,,,,
8910,US,treatment,10589,Ios,164,2007,5/16/17,3,2,0,,,,
5951,US,control,10595,Android,371,2728,5/16/17,6,2,127.6909175,,,,
5695,CA,control,10603,Ios,479,1119,5/16/17,5,1,0,,,,
5142,US,treatment,10613,Android,175,2324,5/16/17,7,0,0,,,,
5047,CN,control,10617,Web,369,1356,5/16/17,8,3,0,,,,
9998,US,control,10639,Web,288,2162,5/16/17,7,1,0,,,,
2183,US,control,10650,Ios,431,1801,5/16/17,2,0,0,,,,
9112,US,treatment,10662,Android,260,2735,5/16/17,7,1,0,,,,
7002,US,control,10669,Web,404,2297,5/16/17,4,0,0,,,,
3835,GB,treatment,10674,Web,185,2484,5/16/17,8,1,0,,,,
5031,CN,control,10684,Android,470,1938,5/16/17,3,1,0,,,,
2670,US,control,10707,Android,142,2969,5/16/17,4,1,0,,,,
7656,CN,treatment,10711,Ios,279,1131,5/16/17,7,0,0,,,,
2040,US,control,10712,Web,360,1722,5/16/17,4,0,0,,,,
8395,US,treatment,10713,Android,494,2045,5/16/17,7,0,0,,,,
4184,CA,treatment,10714,Ios,329,2522,5/16/17,6,2,121.2282775,,,,
NA,US,control,10728,Web,445,2673,5/16/17,6,0,0,,,,
7747,US,control,10731,Android,390,2263,5/16/17,9,2,0,,,,
2931,US,control,10743,Other,405,1535,5/16/17,4,0,0,,,,
5873,CA,treatment,10745,Web,116,2256,5/16/17,4,1,0,,,,
3642,US,treatment,10771,Ios,378,2866,5/16/17,6,1,0,,,,
5142,US,treatment,10786,Other,116,1046,5/16/17,8,2,0,,,,
4732,CA,control,10798,Web,113,2489,5/16/17,8,4,86.57241784,,,,
2316,GB,treatment,10804,Ios,215,2965,5/16/17,2,1,0,,,,
7084,US,control,10822,Android,354,1014,5/16/17,11,1,0,,,,
6112,CA,control,10827,Other,230,1246,5/16/17,4,0,0,,,,
8411,CN,control,10834,Ios,429,2826,5/16/17,7,1,0,,,,
4343,CA,treatment,10848,Android,489,1420,5/16/17,2,1,106.982024,,,,
8311,CN,control,10849,Web,466,2096,5/16/17,6,0,0,,,,
6180,US,treatment,10851,Web,228,1517,5/16/17,5,1,0,,,,
3646,GB,control,10856,Android,460,2886,5/16/17,5,2,0,,,,
5562,US,treatment,10864,Web,276,2786,5/16/17,8,3,92.2061556,,,,
6617,CA,control,10868,Ios,459,2429,5/16/17,7,1,0,,,,
9550,US,control,10898,Other,225,1610,5/16/17,6,0,0,,,,
3560,GB,control,10900,Web,428,2939,5/16/17,7,1,0,,,,
9471,GB,treatment,10912,Web,295,2667,5/16/17,3,1,80.31003876,,,,
3257,CN,control,10913,Android,108,1302,5/16/17,8,1,0,,,,
8362,US,treatment,10917,Ios,378,1877,5/16/17,6,3,0,,,,
6467,US,treatment,10921,Web,459,1422,5/16/17,7,1,0,,,,
8550,CN,control,10922,Android,347,1808,5/16/17,3,0,0,,,,
4382,US,treatment,10934,Android,201,1932,5/16/17,2,0,0,,,,
8286,CN,control,10937,Other,435,1740,5/16/17,4,2,0,,,,
3206,US,treatment,10945,Android,426,1159,5/16/17,5,1,0,,,,
1366,CN,treatment,10949,Android,424,1106,5/16/17,6,0,0,,,,
5618,GB,control,10963,Web,163,2249,5/16/17,6,1,0,,,,
6117,US,control,10967,Android,162,1250,5/16/17,3,0,0,,,,
3212,US,treatment,10970,Android,320,1512,5/16/17,3,0,0,,,,
3607,CN,control,10970,Android,355,2991,5/16/17,7,1,0,,,,
3591,CN,control,10971,Ios,499,1292,5/16/17,3,0,0,,,,
3894,CN,control,10976,Ios,215,1759,5/16/17,5,0,0,,,,
7781,CN,control,10982,Web,455,2495,5/16/17,7,3,116.0378721,,,,
8649,GB,control,11009,Web,472,1820,5/16/17,4,0,0,,,,
5507,US,treatment,11015,Other,381,1934,5/16/17,1,1,0,,,,
6006,GB,treatment,11021,Android,452,2482,5/16/17,10,3,66.88695859,,,,
4579,CN,control,11022,Android,452,1516,5/16/17,6,3,103.7126082,,,,
8775,GB,treatment,11041,Android,284,1349,5/16/17,3,0,0,,,,
2965,US,treatment,11042,Ios,210,1725,5/16/17,2,0,0,,,,
3467,CA,treatment,11051,Ios,126,1390,5/16/17,6,2,0,,,,
6623,CA,treatment,11052,Other,449,1297,5/16/17,4,0,0,,,,
4305,US,treatment,11062,Android,109,2811,5/16/17,4,0,0,,,,
9955,CA,treatment,11084,Ios,243,2463,5/16/17,4,0,0,,,,
9108,US,treatment,11107,Android,135,2170,5/16/17,1,0,0,,,,
7039,GB,treatment,11114,Ios,287,2950,5/16/17,4,1,0,,,,
7906,CA,treatment,11156,Other,402,1701,5/16/17,6,2,0,,,,
2078,US,control,11170,Web,237,2748,5/16/17,8,0,0,,,,
7033,US,treatment,11176,Android,401,1366,5/16/17,2,0,0,,,,
5572,CN,treatment,11200,Web,200,2396,5/16/17,6,3,0,,,,
8019,US,treatment,11206,Other,277,1804,5/16/17,4,0,0,,,,
6898,US,control,11211,Web,460,1955,5/16/17,3,1,0,,,,
7538,CN,control,11220,Web,281,1376,5/16/17,6,1,0,,,,
1032,GB,control,11247,Web,440,1391,5/16/17,12,1,0,,,,
6135,GB,control,11252,Web,295,1294,5/16/17,6,2,0,,,,
9183,GB,control,11258,Ios,291,1044,5/16/17,1,0,0,,,,
4434,US,control,11260,Ios,399,2505,5/16/17,7,1,0,,,,
3880,US,treatment,11267,Web,465,2143,5/16/17,3,0,0,,,,
1567,GB,treatment,11270,Ios,321,2573,5/16/17,2,0,0,,,,
6546,US,treatment,11283,Web,326,1505,5/16/17,4,0,0,,,,
3246,US,control,11285,Android,316,1890,5/16/17,8,2,0,,,,
6069,GB,treatment,11286,Ios,218,2554,5/16/17,2,0,0,,,,
8142,US,control,11287,Ios,454,1255,5/16/17,6,2,0,,,,
4512,US,treatment,11300,Web,493,1419,5/16/17,6,1,0,,,,
6002,US,control,11311,Web,485,2058,5/16/17,8,1,0,,,,
6896,GB,treatment,11314,Web,330,1322,5/16/17,4,1,0,,,,
6610,CN,control,11318,Android,497,1370,5/16/17,6,2,0,,,,
3633,CN,control,11322,Other,301,2228,5/16/17,10,3,0,,,,
6280,GB,treatment,11337,Ios,364,1400,5/16/17,6,1,0,,,,
3901,CN,treatment,11356,Other,388,1174,5/16/17,8,1,0,,,,
3331,GB,treatment,11378,Ios,256,2142,5/16/17,5,1,0,,,,
NA,US,treatment,11400,Web,252,2997,5/16/17,8,0,0,,,,
6605,GB,treatment,11404,Android,477,1513,5/16/17,3,1,0,,,,
1333,CN,treatment,11409,Other,312,2507,5/16/17,5,0,0,,,,
3651,CN,treatment,11415,Other,301,1977,5/16/17,8,2,0,,,,
6582,CN,treatment,11416,Web,177,1524,5/16/17,4,0,0,,,,
8641,CN,control,11437,Web,157,1132,5/16/17,5,1,0,,,,
3155,CA,treatment,11441,Ios,236,2438,5/16/17,5,1,0,,,,
7854,US,treatment,11443,Ios,457,1143,5/16/17,7,1,0,,,,
5825,GB,treatment,11468,Web,162,1977,5/16/17,7,0,0,,,,
6981,GB,treatment,11480,Android,321,2983,5/16/17,6,2,0,,,,
4190,US,treatment,11489,Web,466,2411,5/16/17,5,0,0,,,,
3335,GB,control,11500,Web,497,1822,5/16/17,4,1,0,,,,
8384,CA,control,11501,Other,349,2040,5/16/17,7,2,0,,,,
4651,CN,control,11505,Android,426,1490,5/16/17,3,1,0,,,,
6267,GB,treatment,11509,Other,418,1552,5/16/17,4,1,0,,,,
7201,GB,treatment,11513,Web,292,2725,5/16/17,7,2,0,,,,
7626,CN,treatment,11519,Web,210,1093,5/16/17,5,0,0,,,,
3034,US,treatment,11520,Other,473,1174,5/16/17,2,1,0,,,,
7774,CN,treatment,11527,Web,225,2810,5/16/17,4,0,0,,,,
1892,CN,treatment,11530,Other,227,2743,5/16/17,2,1,0,,,,
8916,US,treatment,11533,Android,391,2143,5/16/17,8,1,0,,,,
4102,CA,control,11540,Ios,181,1259,5/16/17,3,1,0,,,,
1055,CA,treatment,11567,Android,369,1901,5/16/17,9,1,0,,,,
2372,US,control,11569,Ios,262,2385,5/16/17,7,0,0,,,,
8914,CA,treatment,11576,Android,469,2719,5/16/17,7,1,0,,,,
3691,GB,treatment,11615,Other,433,1536,5/16/17,3,1,0,,,,
5154,GB,treatment,11633,Android,360,2389,5/16/17,7,0,0,,,,
5826,US,control,11669,Other,182,2353,5/16/17,4,1,0,,,,
2474,US,treatment,11682,Web,296,2906,5/16/17,1,1,0,,,,
1220,CA,treatment,11710,Android,154,1715,5/16/17,5,2,0,,,,
4317,US,control,11711,Android,241,2673,5/16/17,8,2,0,,,,
5336,US,treatment,11713,Web,408,2758,5/16/17,2,1,0,,,,
3765,GB,control,11714,Android,267,1519,5/16/17,2,1,0,,,,
5910,CN,treatment,11756,Web,318,1377,5/16/17,5,1,0,,,,
1148,GB,control,11759,Web,206,2939,5/16/17,6,1,0,,,,
4271,GB,treatment,11772,Ios,287,1724,5/16/17,3,0,0,,,,
1626,GB,treatment,11774,Ios,281,2910,5/16/17,4,0,0,,,,
4752,US,treatment,11810,Web,287,1404,5/16/17,5,1,0,,,,
8557,CA,control,11830,Android,387,2247,5/16/17,5,1,0,,,,
9356,CA,treatment,11836,Other,376,2152,5/16/17,4,2,0,,,,
6715,US,treatment,11839,Ios,214,2733,5/16/17,2,0,0,,,,
6250,CN,control,11842,Android,111,2813,5/16/17,2,0,0,,,,
4293,US,treatment,11843,Android,265,2217,5/16/17,2,0,0,,,,
8695,CA,control,11857,Web,449,2512,5/16/17,6,0,0,,,,
1576,CN,control,11860,Android,138,1738,5/16/17,8,1,0,,,,
9126,US,treatment,11872,Web,134,2835,5/16/17,5,3,0,,,,
6622,GB,control,11876,Other,300,2018,5/16/17,6,2,0,,,,
9386,CN,treatment,11892,Web,126,1059,5/16/17,6,1,0,,,,
7096,GB,treatment,11909,Other,239,2767,5/16/17,6,2,0,,,,
9425,CN,treatment,11913,Other,128,1955,5/16/17,7,0,0,,,,
8209,US,control,11915,Ios,143,2774,5/16/17,7,3,0,,,,
6938,CN,control,11940,Ios,268,2705,5/16/17,3,0,0,,,,
6412,GB,treatment,11948,Web,153,2613,5/16/17,3,2,0,,,,
1096,US,control,11953,Other,104,2684,5/16/17,4,0,0,,,,
3812,GB,control,11960,Web,330,2350,5/16/17,4,0,0,,,,
4399,US,control,11965,Android,442,2386,5/16/17,8,1,0,,,,
1251,CN,control,11969,Web,135,1456,5/16/17,4,0,0,,,,
9549,US,control,11975,Web,438,1059,5/16/17,1,0,0,,,,
3475,CN,treatment,11978,Ios,281,2708,5/16/17,8,2,0,,,,
5307,US,treatment,12001,Android,263,1021,5/16/17,2,0,0,,,,
4439,CN,treatment,12005,Other,462,2554,5/16/17,4,1,0,,,,
5315,GB,treatment,12021,Ios,104,2001,5/16/17,7,0,0,,,,
8385,GB,control,12031,Ios,482,1222,5/16/17,3,0,0,,,,
8321,US,control,12032,Web,370,1949,5/16/17,4,2,0,,,,
8883,CN,treatment,12038,Ios,194,2664,5/16/17,4,0,0,,,,
5821,US,treatment,12039,Web,112,1501,5/16/17,6,2,0,,,,
2734,US,treatment,12054,Other,362,2717,5/16/17,7,0,0,,,,
6298,CA,control,12070,Other,259,2260,5/16/17,7,1,0,,,,
6977,US,control,12078,Other,280,1853,5/16/17,2,2,108.7682251,,,,
5777,CA,treatment,12117,Android,369,1806,5/16/17,3,1,0,,,,
2647,CN,treatment,12121,Web,409,2539,5/16/17,6,1,0,,,,
9628,GB,treatment,12123,Android,426,2147,5/16/17,4,1,0,,,,
1230,US,treatment,12127,Android,307,1069,5/16/17,4,0,0,,,,
3654,US,treatment,12131,Web,323,2621,5/16/17,3,0,0,,,,
7295,GB,control,12132,Web,158,2711,5/16/17,3,1,0,,,,
1927,CA,treatment,12137,Ios,479,1802,5/16/17,4,1,0,,,,
5720,CN,control,12139,Android,197,2433,5/16/17,8,3,0,,,,
4143,US,control,12149,Android,292,1849,5/16/17,3,0,0,,,,
8173,CN,treatment,12175,Web,431,1720,5/16/17,6,1,0,,,,
4488,US,treatment,12183,Ios,399,2664,5/16/17,6,0,0,,,,
5281,GB,treatment,12205,Web,437,1369,5/16/17,2,0,0,,,,
6757,US,control,12211,Android,459,2663,5/16/17,5,0,0,,,,
5181,US,treatment,12222,Other,387,1277,5/16/17,10,2,135.908878,,,,
6032,US,control,12227,Web,216,1751,5/16/17,4,1,0,,,,
7996,US,treatment,12244,Ios,308,2522,5/16/17,5,0,0,,,,
8104,US,treatment,12246,Web,424,2628,5/16/17,5,2,0,,,,
2003,US,treatment,12248,Android,130,1496,5/16/17,3,0,0,,,,
6154,CA,treatment,12250,Android,248,1766,5/16/17,4,1,0,,,,
6675,CN,control,12255,Android,460,2069,5/16/17,5,0,0,,,,
6949,CA,treatment,12265,Web,427,2549,5/16/17,5,3,0,,,,
1403,CA,control,12281,Ios,165,2733,5/16/17,9,3,0,,,,
3296,CA,control,12296,Web,379,2881,5/16/17,6,0,0,,,,
9424,GB,treatment,12310,Android,132,2110,5/16/17,2,0,0,,,,
9204,CN,control,12311,Web,315,2666,5/16/17,6,3,0,,,,
4917,US,treatment,12314,Other,251,1827,5/16/17,3,1,0,,,,
5303,US,control,12316,Other,430,2921,5/16/17,5,2,0,,,,
1578,US,treatment,12319,Web,356,1805,5/16/17,12,2,0,,,,
6524,GB,control,12341,Ios,499,2461,5/16/17,3,0,0,,,,
2138,CA,control,12371,Web,352,1330,5/16/17,5,0,0,,,,
6525,GB,treatment,12374,Web,180,2788,5/16/17,4,1,0,,,,
1484,GB,control,12397,Web,334,1809,5/16/17,4,0,0,,,,
8967,CA,treatment,12399,Other,426,1785,5/16/17,4,3,0,,,,
3280,GB,treatment,12442,Web,419,1727,5/16/17,2,0,0,,,,
1963,US,control,12456,Web,460,1215,5/16/17,4,0,0,,,,
7452,GB,treatment,12466,Web,197,2007,5/16/17,7,1,93.68612705,,,,
9854,CN,treatment,12468,Ios,360,1337,5/16/17,6,2,0,,,,
NA,CN,control,12472,Android,265,2198,5/16/17,6,2,110.2838274,,,,
2412,GB,treatment,12493,Web,269,2956,5/16/17,7,4,0,,,,
6956,CN,control,12497,Other,126,1046,5/16/17,6,2,100.2264014,,,,
7119,CN,treatment,12498,Android,239,1158,5/16/17,1,0,0,,,,
9890,CA,treatment,12505,Web,399,1079,5/16/17,4,1,0,,,,
7415,US,treatment,12508,Android,324,1078,5/16/17,5,1,0,,,,
4858,CA,control,12509,Android,102,2273,5/16/17,4,0,0,,,,
5130,CA,treatment,12525,Android,312,2430,5/16/17,3,1,0,,,,
5295,CA,control,12528,Web,401,1406,5/16/17,6,2,0,,,,
2816,GB,control,12534,Android,467,1293,5/16/17,2,0,0,,,,
6578,CN,treatment,12570,Android,216,2381,5/16/17,9,1,0,,,,
5233,CA,treatment,12574,Other,500,2969,5/16/17,3,2,0,,,,
8030,US,treatment,12578,Ios,306,1681,5/16/17,5,0,0,,,,
7792,US,treatment,12605,Other,115,1880,5/16/17,5,1,0,,,,
2859,US,control,12609,Other,252,1447,5/16/17,4,1,0,,,,
1773,GB,treatment,12614,Web,500,2002,5/16/17,4,1,0,,,,
5298,US,treatment,12642,Android,166,2222,5/16/17,1,0,0,,,,
1111,CA,control,12644,Other,320,2785,5/16/17,4,1,0,,,,
3387,CN,control,12651,Web,377,2413,5/16/17,5,0,0,,,,
8940,GB,treatment,12662,Other,328,1204,5/16/17,4,0,0,,,,
3664,US,control,12666,Web,162,1280,5/16/17,9,4,91.01219323,,,,
3885,US,treatment,12677,Web,484,1579,5/16/17,4,0,0,,,,
7229,CA,control,12679,Ios,498,2600,5/16/17,3,2,0,,,,
5025,US,treatment,12684,Android,288,2007,5/16/17,2,0,0,,,,
2195,GB,treatment,12695,Ios,486,2421,5/16/17,3,0,0,,,,
5454,US,treatment,12696,Other,386,1387,5/16/17,7,1,0,,,,
2205,GB,control,12704,Ios,244,2962,5/16/17,9,1,0,,,,
5621,GB,treatment,12714,Ios,413,2598,5/16/17,4,0,0,,,,
1103,CA,treatment,12721,Ios,181,2141,5/16/17,5,1,0,,,,
8089,CN,treatment,12723,Android,355,2995,5/16/17,4,0,0,,,,
5945,CA,treatment,12725,Android,245,2045,5/16/17,5,1,0,,,,
4931,US,control,12734,Other,473,2336,5/16/17,5,0,0,,,,
1811,US,treatment,12762,Android,431,1074,5/16/17,3,0,0,,,,
4618,GB,control,12775,Other,397,1714,5/16/17,9,0,0,,,,
6339,US,control,12791,Ios,258,1594,5/16/17,3,1,0,,,,
8921,US,treatment,12796,Ios,231,2964,5/16/17,6,3,0,,,,
7061,CA,control,12802,Android,197,1747,5/16/17,4,1,0,,,,
1817,CA,control,12812,Web,322,1000,5/16/17,9,2,0,,,,
1620,GB,treatment,12816,Other,137,2682,5/16/17,1,0,0,,,,
9101,US,treatment,12820,Android,284,1788,5/16/17,7,1,0,,,,
4865,US,treatment,12822,Web,399,1535,5/16/17,8,0,0,,,,
9778,US,treatment,12831,Other,165,1228,5/16/17,3,1,0,,,,
9412,CN,control,12842,Other,167,1788,5/16/17,8,3,0,,,,
8588,US,treatment,12874,Ios,332,2683,5/16/17,4,1,0,,,,
3639,CA,treatment,12879,Android,111,1394,5/16/17,8,0,0,,,,
1316,GB,control,12893,Other,246,1377,5/16/17,1,0,0,,,,
4679,US,treatment,12896,Web,336,2289,5/16/17,4,2,0,,,,
8241,US,treatment,12901,Web,216,2461,5/16/17,7,2,103.4423904,,,,
3265,US,control,12905,Android,247,1889,5/16/17,2,1,0,,,,
4856,US,treatment,12908,Ios,192,2985,5/16/17,6,2,87.22901428,,,,
7993,CA,control,12920,Android,442,1818,5/16/17,9,1,0,,,,
4900,CN,treatment,12922,Ios,375,2708,5/16/17,9,2,95.52138322,,,,
8490,CN,control,12935,Other,339,1620,5/16/17,5,1,0,,,,
6353,US,treatment,12949,Ios,392,2652,5/16/17,3,0,0,,,,
7446,GB,control,12959,Web,461,2915,5/16/17,7,2,0,,,,
9566,GB,control,12996,Android,415,2036,5/16/17,5,3,0,,,,
4701,US,control,13002,Ios,222,2720,5/16/17,5,0,0,,,,
9075,GB,control,13007,Android,129,2852,5/16/17,4,1,0,,,,
2864,US,treatment,13043,Android,226,1298,5/16/17,4,2,0,,,,
9754,CN,control,13044,Other,315,1960,5/16/17,6,2,0,,,,
4432,CN,control,13061,Ios,108,2535,5/16/17,5,1,0,,,,
1843,US,control,13063,Android,114,1334,5/16/17,3,0,0,,,,
5198,US,treatment,13066,Ios,308,1014,5/16/17,7,2,0,,,,
2131,US,control,13072,Web,325,1896,5/16/17,2,1,0,,,,
2218,CN,control,13073,Other,315,1712,5/16/17,4,0,0,,,,
2659,US,treatment,13074,Other,145,1398,5/16/17,7,2,0,,,,
8002,GB,treatment,13079,Web,500,1073,5/16/17,2,1,0,,,,
2340,GB,treatment,13082,Ios,433,1962,5/16/17,4,1,0,,,,
8267,US,treatment,13090,Web,301,1864,5/16/17,3,1,0,,,,
3325,CN,control,13099,Web,223,1202,5/16/17,6,0,0,,,,
6109,US,treatment,13114,Ios,142,1761,5/16/17,4,0,0,,,,
8027,GB,control,13119,Ios,192,2064,5/16/17,4,0,0,,,,
9146,CA,treatment,13125,Android,152,1713,5/16/17,4,0,0,,,,
5083,CA,treatment,13127,Other,487,2612,5/16/17,4,2,0,,,,
8094,US,treatment,13148,Web,494,2157,5/16/17,6,0,0,,,,
7092,US,treatment,13163,Web,222,1288,5/16/17,4,0,0,,,,
7732,GB,treatment,13180,Ios,352,1896,5/16/17,5,0,0,,,,
2311,US,treatment,13182,Web,322,2512,5/16/17,5,1,0,,,,
9444,CA,treatment,13199,Ios,316,1477,5/16/17,5,1,0,,,,
3026,US,control,13201,Web,250,2552,5/16/17,4,1,0,,,,
2550,CN,control,13208,Android,282,1382,5/16/17,6,0,0,,,,
3080,CN,control,13210,Web,452,1289,5/16/17,6,1,0,,,,
3493,CN,treatment,13211,Android,218,1869,5/16/17,0,0,0,,,,
6136,US,treatment,13211,Android,159,1410,5/16/17,6,1,0,,,,
3183,CN,control,13213,Other,206,2794,5/16/17,2,1,0,,,,
5252,GB,treatment,13215,Android,131,2858,5/16/17,8,1,0,,,,
3492,US,control,13223,Ios,263,2943,5/16/17,11,2,0,,,,
5332,CA,control,13226,Web,148,1568,5/16/17,5,1,0,,,,
3550,GB,control,13246,Android,492,2861,5/16/17,2,1,0,,,,
2920,US,treatment,13266,Other,235,1418,5/16/17,5,2,0,,,,
1644,CN,control,13269,Web,261,2015,5/16/17,5,1,0,,,,
1402,CA,treatment,13271,Other,232,2559,5/16/17,9,0,0,,,,
9217,CA,treatment,13278,Android,239,2872,5/16/17,4,1,98.58315995,,,,
5283,CA,control,13279,Android,103,1155,5/16/17,8,1,0,,,,
6452,US,treatment,13285,Web,395,1688,5/16/17,4,0,0,,,,
8184,US,control,13298,Web,172,2767,5/16/17,6,1,0,,,,
9142,CN,treatment,13304,Ios,140,2595,5/16/17,5,1,0,,,,
9469,US,treatment,13307,Android,401,1736,5/16/17,4,1,103.0751977,,,,
4871,CN,treatment,13308,Android,401,2779,5/16/17,6,0,0,,,,
6410,GB,control,13309,Other,126,2286,5/16/17,3,0,0,,,,
1295,US,control,13312,Web,102,2621,5/16/17,4,1,0,,,,
2516,US,treatment,13316,Ios,102,2862,5/16/17,5,1,0,,,,
5122,GB,control,13320,Web,263,2423,5/16/17,1,0,0,,,,
9535,GB,treatment,13335,Web,497,1202,5/16/17,2,1,0,,,,
9873,CA,treatment,13341,Android,368,2375,5/16/17,4,1,0,,,,
3367,GB,treatment,13342,Web,397,2943,5/16/17,4,0,0,,,,
4636,CA,treatment,13349,Web,278,1539,5/16/17,4,1,0,,,,
5946,GB,treatment,13386,Other,287,2880,5/16/17,10,0,0,,,,
3775,GB,treatment,13387,Other,431,1408,5/16/17,3,2,0,,,,
3360,GB,control,13389,Web,495,1213,5/16/17,3,0,0,,,,
4973,US,control,13399,Other,262,1945,5/16/17,2,0,0,,,,
5750,GB,treatment,13406,Web,316,2224,5/16/17,7,2,0,,,,
4493,GB,treatment,13415,Web,434,1794,5/16/17,2,1,0,,,,
2462,GB,control,13429,Ios,101,2490,5/16/17,7,4,87.79465612,,,,
2398,US,control,13433,Ios,234,2161,5/16/17,5,1,0,,,,
2652,CN,treatment,13436,Ios,294,2297,5/16/17,4,2,0,,,,
6738,CN,treatment,13443,Ios,440,1968,5/16/17,7,3,0,,,,
9567,CA,control,13461,Ios,415,1820,5/16/17,6,0,0,,,,
2631,US,treatment,13467,Ios,487,1498,5/16/17,5,1,0,,,,
5051,CA,control,13474,Other,104,2959,5/16/17,3,0,0,,,,
7065,US,control,13475,Ios,445,2464,5/16/17,6,1,0,,,,
1785,CA,treatment,13489,Android,289,2504,5/16/17,5,2,0,,,,
9430,GB,control,13490,Ios,373,2299,5/16/17,5,0,0,,,,
6957,GB,treatment,13498,Android,147,1175,5/16/17,3,1,74.08061289,,,,
4306,GB,treatment,13516,Web,259,1534,5/16/17,5,2,86.80750439,,,,
3965,CN,control,13524,Web,374,2176,5/16/17,5,0,0,,,,
7563,CN,treatment,13530,Other,407,2119,5/16/17,6,1,0,,,,
4806,CN,treatment,13536,Android,280,1501,5/16/17,5,1,0,,,,
6674,CN,control,13542,Ios,322,1351,5/16/17,5,2,0,,,,
5790,GB,treatment,13543,Ios,418,1549,5/16/17,4,1,0,,,,
7269,GB,treatment,13543,Ios,343,2136,5/16/17,2,1,0,,,,
9908,CA,treatment,13545,Web,286,1426,5/16/17,4,2,0,,,,
6043,CA,control,13551,Other,290,1708,5/16/17,5,0,0,,,,
3057,CA,control,13557,Other,384,2602,5/16/17,3,0,0,,,,
1968,CA,control,13565,Android,180,2104,5/16/17,4,0,0,,,,
4002,GB,treatment,13589,Web,390,1255,5/16/17,8,1,0,,,,
9454,US,control,13592,Web,393,1980,5/16/17,3,1,0,,,,
1006,CA,treatment,13605,Ios,177,1738,5/16/17,8,2,0,,,,
